F02.82,F02.81
F02.83,F02.81
F02.84,F02.81
F02.A0,F02.80
F02.A11,F02.81
F02.A18,F02.81
F02.A2,F02.81
F02.A3,F02.81
F02.A4,F02.81
F02.B0,F02.80
F02.B11,F02.81
F02.B18,F02.81
F02.B2,F02.81
F02.B3,F02.81
F02.B4,F02.81
F02.C0,F02.80
F02.C11,F02.81
F02.C18,F02.81
F02.C2,F02.81
F02.C3,F02.81
F02.C4,F02.81
F03.911,F03.91
F03.918,F03.91
F03.92,F03.91
F03.93,F03.91
F03.94,F03.91
F03.A0,F03.90
F03.A11,F03.91
F03.A18,F03.91
F03.A2,F03.91
F03.A3,F03.91
F03.A4,F03.91
F03.B0,F03.90
F03.B11,F03.91
F03.B18,F03.91
F03.B2,F03.91
F03.B3,F03.91
F03.B4,F03.91
F03.C0,F03.90
F03.C11,F03.91
F03.C18,F03.91
F03.C2,F03.91
F03.C3,F03.91
F03.C4,F03.91
F06.70,G31.84
F06.71,G31.84
F10.11,F10.10
F10.130,F10.188
F10.131,F10.188
F10.132,F10.188
F10.139,F10.188
F10.90,Z72.89
F10.91,Z72.89
F10.930,F10.988
F10.931,F10.988
F10.932,F10.988
F10.939,F10.988
F11.11,F11.10
F11.13,F11.988
F11.91 ,F11.90
F12.11,F12.10
F12.13,F12.988
F12.23,F12.288
F12.91,F12.90
F12.93,F12.988
F13.11,F13.10
F13.130,F13.988
F13.131,F13.988
F13.132,F13.988
F13.139,F13.988
F13.91,F13.90
F14.11,F14.10
F14.13,F14.188
F14.91,F14.90
F14.93,F14.988
F15.11,F15.10
F15.13,F15.188
F15.91,F15.90
F16.11,F16.10
F16.91,F16.90
F18.11,F18.10
F18.91,F18.90
F19.11,F19.10
F19.130,F19.188
F19.131,F19.188
F19.132,F19.188
F19.139,F19.188
F19.91,F19.90
F32.81,F32.8
F32.89,F32.8
F32.A,F32.9
F34.81,F34.8
F34.89,F34.8
F42.2,F42
F42.3,F42
F42.4,L98.1
F42.8,F42
F42.9,F42
F43.81,F43.8
F43.89,F43.8
F50.81,F50.8
F50.82,F50.89
F50.89,F50.8
F53.0,F53
F53.1,F53
F64.0,F64.1
F68.A ,F68.10
F78.A1,F78
F78.A9,F78
F80.82,F80.89
G04.82,G04.89
G11.10,G11.1
G11.11,G11.1
G11.19,G11.1
G11.5,G11.8 and E23.0 and K00.0
G11.6,G11.8
G12.23,G12.29
G12.24,G12.29
G12.25,G12.21
G20.A1,G20
G20.A2,G20
G20.B1,G20
G20.B2,G20
G20.C,G20
G23.3,G23.8
G31.80,G31.89
G31.86,G31.89
G37.81,G37.8
G37.89,G37.8
G40.42,G40.89
G40.833,G40.803
G40.834,G40.804
G40.C01 ,G40.301
G40.C09 ,G40.309
G40.C11 ,G40.311
G40.C19 ,G40.319
G43.E01,G43.801
G43.E09,G43.809
G43.E11,G43.811
G43.E19,G43.819
G44.86,G44.89
G51.31,G51.3
G51.32,G51.3
G51.33,G51.3
G51.39,G51.3
G56.03,G56.01 and G56.02
G56.13,G56.11 and G56.12
G56.23,G56.21 and G56.22
G56.33,G56.31 and G56.32
G56.43,G56.41 and G56.42
G56.83,G56.81 and G56.82
G56.93,G56.91 and G56.92
G57.03,G57.01 and G57.02
G57.13,G57.11 and G57.12
G57.23,G57.21 and G57.22
G57.33,G57.31 and G57.32
G57.43,G57.41 and G57.42
G57.53,G57.51 and G57.52
G57.63,G57.61 and G57.62
G57.73,G57.71 and G57.72
G57.83,G57.81 and G57.82
G57.93,G57.91 and G57.92
G61.82,G61.89
G71.00,G71.0
G71.01,G71.0
G71.02,G71.0
G71.031,G71.09
G71.032,G71.09
G71.033,G71.09
G71.0340,G71.09
G71.0341,G71.09
G71.0342,G71.09
G71.0349,G71.09
G71.035,G71.09
G71.038,G71.09
G71.039,G71.09
G71.09,G71.0
G71.20,G71.2
G71.21,G71.2
G71.220,G71.2
G71.228,G71.2
G71.29,G71.2
G90.A,I49.8
G90.B,G90.8
G92.00,G92
G92.01,G92
G92.02,G92
G92.03,G92
G92.04,G92
G92.05,G92
G92.8,G92
G92.9,G92
G93.31,G93.3
G93.32,G93.3; R53.82
G93.39,G93.3
G93.42,G93.49
G93.43,G93.49
G93.44,G93.49
G96.00,G96.0
G96.01,G96.0
G96.02,G96.0
G96.08,G96.0
G96.09,G96.0
G96.191,G96.19
G96.198,G96.19
G96.810,G96.8
G96.811,G96.8
G96.819,G96.8
G96.89,G96.8
G97.61,G97.51
G97.62,G97.52
G97.63,G97.51
G97.64,G97.52
G97.83,G97.82
G97.84,G97.82
H01.00A,H01.001 and H01.002
H01.00B,H01.004 and H01.005
H01.01A,H01.011 and H01.012
H01.01B,H01.014 and H01.015
H01.02A,H01.021 and H01.022
H01.02B,H01.024 and H01.025
H02.151,H02.101-H02.106; H02.109
H02.152,H02.101-H02.106; H02.109
H02.153,H02.101-H02.106; H02.109
H02.154,H02.101-H02.106; H02.109
H02.155,H02.101-H02.106; H02.109
H02.156,H02.101-H02.106; H02.109
H02.159,H02.101-H02.106; H02.109
H02.20A,H02.201 and H02.202
H02.20B,H02.204 and H02.205
H02.20C,"H02.201
H02.21A,H02.211 and H02.212
H02.21B,H02.214 and H02.215
H02.21C,"H02.211
H02.22A,H02.221 and H02.222
H02.22B,H02.224 and H02.225
H02.22C,"H02.221
H02.23A,H02.231 and H02.232
H02.23B,H02.234 and H02.235
H02.23C,"H02.231
H02.881,H02.89
H02.882,H02.89
H02.883,H02.89
H02.884,H02.89
H02.885 ,H02.89
H02.886,H02.89
H02.889 ,H02.89
H02.88A,H02.89
H02.88B,H02.89
H10.821,H10.89
H10.822,H10.89
H10.823,H10.89
H10.829,H10.89
H18.501,H18.50
H18.502,H18.50
H18.503,H18.50
H18.509,H18.50
H18.511,H18.51
H18.512,H18.51
H18.513,H18.51
H18.519,H18.51
H18.521,H18.52
H18.522,H18.52
H18.523,H18.52
H18.529,H18.52
H18.531,H18.53
H18.532,H18.53
H18.533,H18.53
H18.539,H18.53
H18.541,H18.54
H18.542,H18.54
H18.543,H18.54
H18.549,H18.54
H18.551,H18.55
H18.552,H18.55
H18.553,H18.55
H18.559,H18.55
H18.591,H18.59
H18.592,H18.59
H18.593,H18.59
H18.599,H18.59
H34.8110,H34.811
H34.8111,H34.811
H34.8112,H34.811
H34.8120,H34.812
H34.8121,H34.812
H34.8122,H34.812
H34.8130,H34.813
H34.8131,H34.813
H34.8132,H34.813
H34.8190,H34.819
H34.8191,H34.819
H34.8192,H34.819
H34.8310,H34.831
H34.8311,H34.831
H34.8312,H34.831
H34.8320,H34.832
H34.8321,H34.832
H34.8322,H34.832
H34.8330,H34.833
H34.8331,H34.833
H34.8332,H34.833
H34.8390,H34.839
H34.8391,H34.839
H34.8392,H34.839
H35.3110,H35.31
H35.3111,H35.31
H35.3112,H35.31
H35.3113,H35.31
H35.3114,H35.31
H35.3120,H35.31
H35.3121,H35.31
H35.3122,H35.31
H35.3123,H35.31
H35.3124,H35.31
H35.3130,H35.31
H35.3131,H35.31
H35.3132,H35.31
H35.3133,H35.31
H35.3134,H35.31
H35.3190,H35.31
H35.3191,H35.31
H35.3192,H35.31
H35.3193,H35.31
H35.3194,H35.31
H35.3210,H35.32
H35.3211,H35.32
H35.3212,H35.32
H35.3213,H35.32
H35.3220,H35.32
H35.3221,H35.32
H35.3222,H35.32
H35.3223,H35.32
H35.3230,H35.32
H35.3231,H35.32
H35.3232,H35.32
H35.3233,H35.32
H35.3290,H35.32
H35.3291,H35.32
H35.3292,H35.32
H35.3293,H35.32
H36.811,H35.20-H35.23
H36.812,H35.20-H35.23
H36.813,H35.20-H35.23
H36.819,H35.20-H35.23
H36.821,H35.20-H35.23
H36.822 ,H35.20-H35.23
H36.823,H35.20-H35.23
H36.829,H35.20-H35.23
H36.89,H35.20-H35.23
H40.1110,H40.11X0
H40.1111,H40.11X1
H40.1112,H40.11X2
H40.1113,H40.11X3
H40.1114,H40.11X4
H40.1120,H40.11X0
H40.1121,H40.11X1
H40.1122,H40.11X2
H40.1123,H40.11X3
H40.1124,H40.11X4
H40.1130,H40.11X0
H40.1131,H40.11X1
H40.1132,H40.11X2
H40.1133,H40.11X3
H40.1134,H40.11X4
H40.1190,H40.11X0
H40.1191,H40.11X1
H40.1192,H40.11X2
H40.1193,H40.11X3
H40.1194,H40.11X4
H44.2A1,H44.20-H44.23 and H35.051-H35.059
H44.2A2,H44.20-H44.23 and H35.051-H35.059
H44.2A3,H44.20-H44.23 and H35.051-H35.059
H44.2A9,H44.20-H44.23 and H35.051-H35.059
H44.2B1,H44.20-H44.23 and H35.30
H44.2B2,H44.20-H44.23 and H35.30
H44.2B3,H44.20-H44.23 and H35.30
H44.2B9,H44.20-H44.23 and H35.30
H44.2C1,H44.20-H44.23 and H33.2
H44.2C2,H44.20-H44.23 and H33.2
H44.2C3,H44.20-H44.23 and H33.2
H44.2C9,H44.20-H44.23 and H33.2
H44.2D1,H44.20-H44.23
H44.2D2,H44.20-H44.23
H44.2D3,H44.20-H44.23
H44.2D9,H44.20-H44.23
H44.2E1,H44.20-H44.23
H44.2E2,H44.20-H44.23
H44.2E3,H44.20-H44.23
H44.2E9,H44.20-H44.23
H50.621,H50.69
H50.622,H50.69
H50.629,H50.69
H50.631,H50.69
H50.632,H50.69
H50.639,H50.69
H50.641,H50.69
H50.642,H50.69
H50.649,H50.69
H50.651,H50.69
H50.652,H50.69
H50.659,H50.69
H50.661,H50.69
H50.662,H50.69
H50.669,H50.69
H50.671,H50.69
H50.672,H50.69
H50.679,H50.69
H50.681,H50.69
H50.682,H50.69
H50.689,H50.69
H53.041,H53.001
H53.042,H53.002
H53.043,H53.003
H53.049,H53.009
H54.0X33,H54.0
H54.0X34,H54.0
H54.0X35,H54.0
H54.0X43,H54.0
H54.0X44,H54.0
H54.0X45,H54.0
H54.0X53,H54.0
H54.0X54,H54.0
H54.0X55,H54.0
H54.1131,H54.11
H54.1132,H54.11
H54.1141,H54.11
H54.1142,H54.11
H54.1151,H54.11
H54.1152,H54.11
H54.1213,H54.12
H54.1214,H54.12
H54.1215,H54.12
H54.1223,H54.12
H54.1224,H54.12
H54.1225,H54.12
H54.2X11,H54.2
H54.2X12,H54.2
H54.2X21,H54.2
H54.2X22,H54.2
H54.413A,H54.41
H54.414A,H54.41
H54.415A,H54.41
H54.42A3,H54.42
H54.42A4,H54.42
H54.42A5,H54.42
H54.511A,H54.51
H54.512A,H54.51
H54.52A1,H54.52
H54.52A2,H54.52
H55.82,H55.89
H57.811,H57.8
H57.812,H57.8
H57.813,H57.8
H57.819,H57.8
H57.89,H57.8
H57.8A1,H57.89
H57.8A2,H57.89
H57.8A3,H57.89
H57.8A9,H57.89
H59.331,H59.311
H59.332,H59.312
H59.333,H59.313
H59.339,H59.319
H59.341,H59.321
H59.342,H59.322
H59.343,H59.323
H59.349,H59.329
H59.351,H59.311
H59.352,H59.312
H59.353,H59.313
H59.359,H59.319
H59.361,H59.321
H59.362,H59.322
H59.363,H59.323
H59.369,H59.329
H81.4,H81.41-H81.43; H81.49
H90.A11,H90.2
H90.A12,H90.2
H90.A21,H90.5
H90.A22,H90.5
H90.A31,H90.8
H90.A32,H90.8
H93.A1 ,H93.11
H93.A2 ,H93.12
H93.A3 ,H93.13
H93.A9,H93.19
H95.51,H95.41
H95.52,H95.42
H95.53,H95.41
H95.54,H95.42
I5A,I21.A9
I16.0,I10
I16.1,I10
I16.9,I10
I1A.0,I10-I15.9
I20.81,I20.8
I20.89,I20.8
I20.2 ,I20.0-I20.1; I20.8
I21.9,I21.3
I21.A1,I21.3
I21.A9,I21.3
I21.B,I21.A9
I24.81,I24.8
I24.89,I24.8
I25.112,I25.110-I25.111; I25.118
I25.702 ,I25.700-I25.701; I25.708
I25.712 ,I25.710-I25.711; I25.718
I25.722 ,I25.720-I25.721; I25.728
I25.732 ,I25.730-I25.731; I25.738
I25.752 ,I25.750-I25.751; I25.758
I25.762 ,I25.760-I25.761; I25.768
I25.792 ,I25.790-I25.791; I25.798
I25.85,I25.89
I26.93,I26.99
I26.94,I26.99
I27.20,I27.2
I27.21,I27.2
I27.22,I27.2
I27.23,I27.2
I27.24,I27.2
I27.29,I27.2
I27.83,I27.89
I31.31,I31.3
I31.39,I31.3
I34.81,I34.8
I34.89,I34.8
I47.10,I47.1
I47.11,I47.1
I47.19,I47.1
I47.20 ,I47.2
I47.21 ,I47.2
I47.29 ,I47.2
I48.11,I48.1
I48.19,I48.1
I48.20,I48.2
I48.21,I48.2
I50.810,I50.9
I50.811,I50.9
I50.812,I50.9
I50.813,I50.9
I50.814,I50.9
I50.82,I50.9
I50.83,I50.9
I50.84,I50.9
I50.89,I50.9
I60.2,I60.20-I60.22
I63.013,I63.011 AND I63.012
I63.033,I63.031 AND I63.032
I63.113,I63.111 AND I63.112
I63.133,I63.131 AND I63.132
I63.213,I63.211 AND I63.212
I63.233,I63.231 AND I63.232
I63.313,I63.311 AND I63.312
I63.323,I63.321 AND I63.322
I63.333,I63.331 AND I63.332
I63.413,I63.411 AND I63.412
I63.423,I63.421 AND I63.422
I63.433,I63.431 AND I63.432
I63.513,I63.511 AND I63.512
I63.523,I63.521 AND I63.522
I63.533,I63.531 AND I63.532
I63.543,I63.541 AND I63.542
I63.81,I63.8
I63.89,I63.8
I67.850,I67.89
I67.858,I67.89
I69.010,I69.01
I69.011,I69.01
I69.012,I69.01
I69.013,I69.01
I69.014,I69.01
I69.015,I69.01
I69.018,I69.01
I69.019,I69.01
I69.110,I69.11
I69.111,I69.11
I69.112,I69.11
I69.113,I69.11
I69.114,I69.11
I69.115,I69.11
I69.118,I69.11
I69.119,I69.11
I69.210,I69.21
I69.211,I69.21
I69.212,I69.21
I69.213,I69.21
I69.214,I69.21
I69.215,I69.21
I69.218,I69.21
I69.219,I69.21
I69.310,I69.31
I69.311,I69.31
I69.312,I69.31
I69.313,I69.31
I69.314,I69.31
I69.315,I69.31
I69.318,I69.31
I69.319,I69.31
I69.810,I69.81
I69.811,I69.81
I69.812,I69.81
I69.813,I69.81
I69.814,I69.81
I69.815,I69.81
I69.818,I69.81
I69.819,I69.81
I69.910,I69.91
I69.911,I69.91
I69.912,I69.91
I69.913,I69.91
I69.914,I69.91
I69.915,I69.91
I69.918,I69.91
I69.919,I69.91
I71.010,I71.01
I71.011,I71.01
I71.012,I71.01
I71.019,I71.01
I71.10,I71.1
I71.11,I71.1
I71.12,I71.1
I71.13,I71.1
I71.20,I71.2
I71.21,I71.2
I71.22,I71.2
I71.23,I71.2
I71.30,I71.3
I71.31,I71.3
I71.32,I71.3
I71.33,I71.3
I71.40,I71.4
I71.41,I71.4
I71.42,I71.4
I71.43,I71.4
I71.50,I71.5
I71.51,I71.5
I71.52,I71.5
I71.60,I71.6
I71.61,I71.6
I71.62,I71.6
I72.5,I72.8
I72.6,I72.8
I77.70,I77.79
I77.75,I77.79
I77.76,I77.79
I77.77,I77.79
I77.82,I77.89
I80.241,I80.291
I80.242,I80.292
I80.243,I80.293
I80.249,I80.299
I80.251,I80.291
I80.252,I80.292
I80.253,I80.293
I80.259,I80.299
I82.451,I82.491
I82.452,I82.492
I82.453,I82.493
I82.459,I82.499
I82.461,I82.491
I82.462,I82.492
I82.463,I82.493
I82.469,I82.499
I82.551,I82.591
I82.552,I82.592
I82.553,I82.593
I82.559,I82.599
I82.561,I82.591
I82.562,I82.592
I82.563,I82.593
I82.569,I82.599
I97.620,I97.62
I97.621,I97.62
I97.622,I97.62
I97.630,I97.610
I97.631,I97.611
I97.638,I97.618
I97.640,I97.610
I97.641,I97.611
I97.648,I97.618
J12.82,J12.89
J15.61,J15.6
J15.69,J15.6
J44.81,J42
J44.89,J42
J4A.0,J44.0-J44.1; J44.9
J4A.8,J44.0-J44.1; J44.9
J4A.9,J44.0-J44.1; J44.9
J82.81,J82
J82.82,J82
J82.83,J82
J82.89,J82
J84.170,J84.17
J84.178,J84.17
J95.860,J95.830
J95.861,J95.831
J95.862,J95.830
J95.863,J95.831
J95.87,J95.89
J98.51,J98.5
J98.59,J98.5
K04.01,K04.0
K04.02,K04.0
K05.211,K05.21
K05.212,K05.21
K05.213,K05.21
K05.219,K05.21
K05.221,K05.22
K05.222,K05.22
K05.223,K05.22
K05.229,K05.22
K05.311,K05.31
K05.312,K05.31
K05.313,K05.31
K05.319,K05.31
K05.321,K05.32
K05.322,K05.32
K05.323,K05.32
K05.329,K05.32
K06.010,K06.0
K06.011,K06.0
K06.012,K06.0
K06.013,K06.0
K06.020,K06.0
K06.021,K06.0
K06.022,K06.0
K06.023,K06.0
K06.3,K06.8
K08.81,K08.8
K08.82,K08.8
K08.89,K08.8
